gamma,alpha,beta,qbar,Mach,tas,eas,gndtrack,pratio,tratio,Vn,Ve,Vd,Ax,Ay,Az,NoseWheelDown,LeftMainDown,RightMainDown
-2.7275622700283,2.7279852738854,-5.37318181346227e-06,33.8583712433113,0.155348899220632,102.230386832349,100.004927546137,179.999764671614,0.947089119939887,0.989710224085749,-102.114569895008,0.000419410593727971,4.86483369431342,8.40275069583895e-06,-6.37962353320767e-05,-1.00002677002883,0,0,0
-2.72756081095095,2.72798455578683,-5.33135433902923e-06,33.8584123176959,0.155348877030606,102.230386806101,100.004988205281,179.99976198624,0.947090539440597,0.989710506317861,-102.114569992656,0.000424196564058978,4.86483109264494,8.42537783602892e-06,-6.37977556236989e-05,-1.00002782088049,0,0,0
-2.72755929567409,2.72798385117153,-5.29083071854678e-06,33.8584533895168,0.155348854834683,102.230386775958,100.005048860602,179.999759303432,0.947091958942262,0.989710788549821,-102.114570091186,0.000428977959036542,4.8648283906304,8.44834907587682e-06,-6.37991942536775e-05,-1.00002887560613,0,0,0
-2.72755772399643,2.72798315969626,-5.25161265470901e-06,33.8584944587065,0.155348832632712,102.23038674182,100.005109512,179.999756623197,0.947093378444853,0.989711070781623,-102.114570190513,0.000433754769998232,4.86482558790623,8.47165538855757e-06,-6.3800551510561e-05,-1.00002993408639,0,0,0
-2.72755609572311,2.72798248100553,-5.21369997014249e-06,33.8585355251973,0.155348810424539,102.230386703587,100.005170159375,179.999753945539,0.947094797948338,0.98971135301326,-102.114570290555,0.00043852698758499,4.86482268412037,8.49528747490992e-06,-6.38018277929885e-05,-1.00003099619895,0,0,0
-2.7275544106659,2.72798181473271,-5.17709063437501e-06,33.8585765889217,0.155348788210012,102.230386661157,100.005230802629,179.999751270463,0.947096217452691,0.989711635244726,-102.114570391226,0.000443294603061942,4.86481967893255,8.51923579200427e-06,-6.38030236075393e-05,-1.00003206181894,0,0,0
-2.72755266864331,2.7279811605012,-5.14178079284044e-06,33.858617649812,0.155348765988979,102.23038661443,100.00529144166,179.999748597974,0.94709763695788,0.989711917476017,-102.114570492441,0.000448057607284298,4.8648165720145,8.54349058204888e-06,-6.3804139566531e-05,-1.00003313081923,0,0,0
-2.72755086948069,2.72798051792552,-5.10776479784942e-06,33.8586587078006,0.155348743761285,102.230386563305,100.005352076369,179.999745928078,0.947099056463875,0.989712199707125,-102.114570594114,0.000452815991298844,4.86481336305018,8.56804189951964e-06,-6.38051763857559e-05,-1.00003420307075,0,0,0
-2.72754901301036,2.72797988661243,-5.07503524146959e-06,33.8586997628197,0.15534872152678,102.230386507681,100.005412706656,179.999743260779,0.947100475970648,0.989712481938046,-102.114570696159,0.000457569746585622,4.86481005173592,8.59287963819002e-06,-6.38061348820318e-05,-1.00003527844286,0,0,0
-2.72754709907162,2.72797926616194,-5.04358299023976e-06,33.8587408148018,0.155348699285309,102.230386447457,100.005473332422,179.999740596082,0.947101895478168,0.989712764168772,-102.114570798489,0.000462318864214091,4.86480663778056,8.61799355777634e-06,-6.38070159706784e-05,-1.00003635680362,0,0,0
-2.72754512751091,2.72797865616843,-5.01339722166083e-06,33.8587818636793,0.155348677036721,102.230386382532,100.005533953565,179.999737933993,0.947103314986405,0.989713046399298,-102.114570901016,0.000467063335634559,4.86480312090558,8.64337330895295e-06,-6.38078206630101e-05,-1.00003743802011,0,0,0
-2.72754309818175,2.72797805622155,-4.9844654623873e-06,33.8588229093844,0.155348654780863,102.230386312807,100.005594569987,179.999735274515,0.94710473449533,0.989713328629619,-102.114571003651,0.000471803152202477,4.86479950084514,8.66900845864418e-06,-6.38085500635941e-05,-1.00003852195871,0,0,0
-2.72754101094484,2.72797746590729,-4.95677362805947e-06,33.8588639518496,0.155348632517581,102.230386238179,100.005655181588,179.999732617653,0.947106154004911,0.989713610859728,-102.114571106306,0.000476538305612217,4.86479577734618,8.69488851357834e-06,-6.38092053674695e-05,-1.00003960848542,0,0,0
